old_id,old_path,new_id,new_path,phase,area,topic
DD-LOG-001,docs/3.詳細設計(DD)/61.ログ/DD-LOG-001.md,DD-APP-LOG-001,docs/3.詳細設計(DD)/02.アプリ(APP)/41.ログ/エラー(LOG_ERR)/DD-APP-LOG-001.md,DD,APP,LOG
DD-LOG-002,docs/3.詳細設計(DD)/61.ログ/DD-LOG-002.md,DD-INF-MON-002,docs/3.詳細設計(DD)/03.インフラ(INF)/31.監視設定(MON)/DD-INF-MON-002.md,DD,INF,MON
DD-MIG-001,docs/3.詳細設計(DD)/23.DB移行/DD-MIG-001.md,DD-APP-DB-003,docs/3.詳細設計(DD)/02.アプリ(APP)/22.DB物理設計(DB)/DD-APP-DB-003.md,DD,APP,DB
DD-NET-001,docs/3.詳細設計(DD)/13.インフラ詳細(INF)/DD-NET-001.md,DD-INF-NET-001,docs/3.詳細設計(DD)/03.インフラ(INF)/12.ネットワーク詳細(NET)/DD-INF-NET-001.md,DD,INF,NET
DD-OBS-001,docs/3.詳細設計(DD)/13.インフラ詳細(INF)/DD-OBS-001.md,DD-INF-MON-001,docs/3.詳細設計(DD)/03.インフラ(INF)/31.監視設定(MON)/DD-INF-MON-001.md,DD,INF,MON
DD-PERF-001,docs/3.詳細設計(DD)/71.性能/DD-PERF-001.md,DD-SYS-PERF-001,docs/3.詳細設計(DD)/01.全体構成(SYS)/21.性能・可用性・拡張性(SYSQUAL)/DD-SYS-PERF-001.md,DD,SYS,PERF
DD-REV-001,docs/3.詳細設計(DD)/82.レビュー規約/DD-REV-001.md,DD-DEV-REV-001,docs/3.詳細設計(DD)/04.開発(DEV)/52.レビュー規約(REV)/DD-DEV-REV-001.md,DD,DEV,REV
DD-SCALE-001,docs/3.詳細設計(DD)/73.拡張性/DD-SCALE-001.md,DD-SYS-SCALE-001,docs/3.詳細設計(DD)/01.全体構成(SYS)/21.性能・可用性・拡張性(SYSQUAL)/DD-SYS-SCALE-001.md,DD,SYS,SCALE
DD-SEC-001,docs/3.詳細設計(DD)/73.拡張性/DD-SEC-001.md,DD-SYS-SEC-001,docs/3.詳細設計(DD)/01.全体構成(SYS)/22.セキュリティ(SEC)/DD-SYS-SEC-001.md,DD,SYS,SEC
DD-SEC-002,docs/3.詳細設計(DD)/73.拡張性/DD-SEC-002.md,DD-INF-SEC-003,docs/3.詳細設計(DD)/03.インフラ(INF)/41.セキュリティ詳細(SEC)/DD-INF-SEC-003.md,DD,INF,SEC
DD-UI-001,docs/3.詳細設計(DD)/41.UI/DD-UI-001.md,DD-APP-UI-001,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-001.md,DD,APP,UI
DD-UI-002,docs/3.詳細設計(DD)/41.UI/DD-UI-002.md,DD-APP-UI-002,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-002.md,DD,APP,UI
DD-UI-003,docs/3.詳細設計(DD)/41.UI/DD-UI-003.md,DD-APP-UI-003,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-003.md,DD,APP,UI
DD-UI-004,docs/3.詳細設計(DD)/41.UI/DD-UI-004.md,DD-APP-UI-004,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-004.md,DD,APP,UI
DD-UI-005,docs/3.詳細設計(DD)/41.UI/DD-UI-005.md,DD-APP-UI-005,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-005.md,DD,APP,UI
DD-UI-006,docs/3.詳細設計(DD)/41.UI/DD-UI-006.md,DD-APP-UI-006,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-006.md,DD,APP,UI
DD-UI-007,docs/3.詳細設計(DD)/41.UI/DD-UI-007.md,DD-APP-UI-007,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-007.md,DD,APP,UI
DD-UI-008,docs/3.詳細設計(DD)/41.UI/DD-UI-008.md,DD-APP-UI-008,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-008.md,DD,APP,UI
DD-UI-009,docs/3.詳細設計(DD)/41.UI/DD-UI-009.md,DD-APP-UI-009,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-009.md,DD,APP,UI
DD-UI-010,docs/3.詳細設計(DD)/41.UI/DD-UI-010.md,DD-APP-UI-010,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-010.md,DD,APP,UI
DD-UI-011,docs/3.詳細設計(DD)/41.UI/DD-UI-011.md,DD-APP-UI-011,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-011.md,DD,APP,UI
DD-UI-012,docs/3.詳細設計(DD)/41.UI/DD-UI-012.md,DD-APP-UI-012,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-012.md,DD,APP,UI
DD-UI-013,docs/3.詳細設計(DD)/41.UI/DD-UI-013.md,DD-APP-UI-013,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-013.md,DD,APP,UI
DD-UI-014,docs/3.詳細設計(DD)/41.UI/DD-UI-014.md,DD-APP-UI-014,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-014.md,DD,APP,UI
DD-UI-015,docs/3.詳細設計(DD)/41.UI/DD-UI-015.md,DD-APP-UI-015,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-015.md,DD,APP,UI
DD-UI-016,docs/3.詳細設計(DD)/41.UI/DD-UI-016.md,DD-APP-UI-016,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-016.md,DD,APP,UI
DD-UI-017,docs/3.詳細設計(DD)/41.UI/DD-UI-017.md,DD-APP-UI-017,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-017.md,DD,APP,UI
DD-UI-018,docs/3.詳細設計(DD)/41.UI/DD-UI-018.md,DD-APP-UI-018,docs/3.詳細設計(DD)/02.アプリ(APP)/31.UI詳細(UI)/DD-APP-UI-018.md,DD,APP,UI
